Brand,Model,Processor,Generation,RAM (GB),SSD (GB),HDD (GB),Condition,Price (PKR)
Apple,MacBook Pro 2019,Core i7,5th Gen,32,512,1000,B-Grade,124628
HP,ProBook 450 G6,Core i5,11th Gen,16,512,1000,A-Grade,90607
Asus,TUF Gaming,Core i3,8th Gen,32,1024,500,B-Grade,75268
MSI,GF63 Thin,Ryzen 7,10th Gen,16,0,500,Slightly Used,55616
MSI,Prestige 15,Core i3,7th Gen,4,128,500,A-Grade,27406
Microsoft,Surface Pro 7,Core i7,11th Gen,16,128,500,Slightly Used,91678
Acer,Swift 3,Core i5,7th Gen,4,1024,500,Like New,58798
Asus,TUF Gaming,Core i5,11th Gen,32,256,500,Like New,108727
Microsoft,Surface Pro 7,Celeron,10th Gen,4,256,500,Slightly Used,47493
Microsoft,Surface Book 2,Celeron,8th Gen,4,0,500,Like New,38016
Lenovo,ThinkPad T480,Core i5,8th Gen,4,128,1000,B-Grade,49284
Acer,Predator Helios,Ryzen 7,8th Gen,8,256,500,Like New,51664
MSI,GF63 Thin,Ryzen 7,6th Gen,8,256,500,B-Grade,32076
Lenovo,Legion 5,Core i3,6th Gen,8,1024,1000,Like New,48798
Dell,XPS 13,Ryzen 5,8th Gen,4,1024,1000,Like New,54145
HP,Pavilion 15,Core i5,10th Gen,8,1024,500,Slightly Used,81018
Asus,ZenBook 14,Celeron,8th Gen,4,256,1000,Slightly Used,41724
Dell,Precision 5520,Core i5,6th Gen,32,256,1000,A-Grade,71634
Acer,Nitro 5,Core i7,6th Gen,32,128,1000,Like New,82905
Acer,Aspire 5,Core i7,6th Gen,16,128,1000,A-Grade,63332
Dell,Precision 5520,Ryzen 3,8th Gen,32,256,1000,B-Grade,62749
Asus,ROG Strix,Core i5,10th Gen,8,512,500,A-Grade,76824
HP,Pavilion 15,Ryzen 3,11th Gen,8,128,1000,A-Grade,60853
Lenovo,ThinkPad T480,Celeron,8th Gen,16,256,0,A-Grade,53868
Lenovo,Legion 5,Ryzen 7,8th Gen,32,512,0,A-Grade,68907
Asus,ROG Strix,Ryzen 3,11th Gen,8,512,0,A-Grade,67404
Microsoft,Surface Laptop 3,Celeron,6th Gen,4,1024,0,A-Grade,42238
HP,Pavilion 15,Core i3,11th Gen,8,0,1000,Like New,67758
Dell,Inspiron 15,Core i5,10th Gen,4,1024,0,A-Grade,78289
Lenovo,ThinkPad L480,Core i5,10th Gen,32,512,500,A-Grade,95980
MSI,Prestige 15,Core i5,6th Gen,16,0,1000,Like New,61369
Microsoft,Surface Book 2,Ryzen 3,6th Gen,16,0,1000,Slightly Used,39791
HP,ProBook 450 G6,Core i5,8th Gen,8,1024,0,Like New,76089
MSI,Prestige 15,Core i5,10th Gen,8,512,0,A-Grade,71186
Asus,ZenBook 14,Core i5,6th Gen,4,256,1000,Like New,52124
Asus,ZenBook 14,Core i5,10th Gen,32,256,0,B-Grade,92105
Apple,MacBook Pro 2015,Core i7,9th Gen,32,1024,1000,A-Grade,133059
Acer,Predator Helios,Core i5,11th Gen,32,0,1000,B-Grade,97803
Apple,MacBook Pro 2015,Core i5,8th Gen,8,1024,500,Like New,114282
Lenovo,ThinkPad T470,Ryzen 3,10th Gen,8,1024,500,A-Grade,65665
Dell,Inspiron 15,Celeron,6th Gen,32,1024,500,A-Grade,64982
Lenovo,Legion 5,Core i3,10th Gen,4,512,1000,A-Grade,53901
Acer,Aspire 5,Core i5,6th Gen,8,512,500,B-Grade,56675
MSI,Modern 14,Ryzen 5,8th Gen,32,128,0,B-Grade,59651
Acer,Swift 3,Core i5,11th Gen,16,1024,500,A-Grade,95146
Apple,MacBook Air 2017,Core i5,8th Gen,16,1024,1000,Like New,125394
Dell,Inspiron 15,Core i5,8th Gen,4,512,500,Slightly Used,62095
Microsoft,Surface Book 2,Core i7,7th Gen,16,512,1000,Slightly Used,69695
Acer,Predator Helios,Core i3,6th Gen,16,256,0,Like New,45037
Asus,TUF Gaming,Core i5,8th Gen,32,1024,500,A-Grade,90407
Dell,Inspiron 15,Ryzen 7,10th Gen,32,128,500,A-Grade,73550
Apple,MacBook Pro 2019,Core i7,9th Gen,32,1024,0,A-Grade,132008
Apple,MacBook Pro M2,M2,N/A,32,128,0,Slightly Used,88786
Dell,Latitude 5400,Core i7,6th Gen,4,0,1000,Slightly Used,48698
Asus,VivoBook 15,Core i3,6th Gen,8,128,0,Slightly Used,28867
Asus,TUF Gaming,Core i7,6th Gen,32,128,0,Like New,83555
HP,Spectre x360,Core i5,8th Gen,32,256,1000,Like New,88068
Dell,XPS 13,Core i7,8th Gen,16,512,500,B-Grade,78787
Acer,Swift 3,Core i5,11th Gen,32,256,0,Slightly Used,99652
Acer,Nitro 5,Core i5,11th Gen,4,256,0,B-Grade,74817
Asus,ZenBook 14,Core i7,7th Gen,16,128,1000,A-Grade,62279
Asus,ZenBook 14,Core i5,7th Gen,4,512,1000,A-Grade,50858
Microsoft,Surface Laptop 3,Celeron,8th Gen,4,256,1000,Slightly Used,43348
MSI,Prestige 15,Core i5,7th Gen,16,1024,500,A-Grade,66702
Lenovo,ThinkPad T470,Core i5,10th Gen,4,512,500,Like New,74231
Acer,Aspire 5,Core i5,8th Gen,32,0,1000,Like New,80922
HP,EliteBook 840 G5,Core i7,10th Gen,16,128,0,B-Grade,82122
MSI,Modern 14,Core i5,6th Gen,16,0,1000,Like New,60336
Acer,Predator Helios,Core i3,10th Gen,32,1024,500,B-Grade,83547
MSI,Prestige 15,Ryzen 5,7th Gen,16,512,1000,B-Grade,47148
Dell,Latitude 5400,Core i7,8th Gen,32,1024,500,Like New,103042
Microsoft,Surface Book 2,Core i3,8th Gen,16,256,500,Like New,55182
Asus,ROG Strix,Core i5,10th Gen,16,1024,500,Slightly Used,88701
Microsoft,Surface Laptop 3,Core i7,11th Gen,4,1024,500,Slightly Used,96390
Microsoft,Surface Pro 7,Core i5,8th Gen,16,256,500,A-Grade,64129
Acer,Aspire 5,Ryzen 7,7th Gen,8,0,1000,B-Grade,30056
Lenovo,ThinkPad X1 Carbon,Ryzen 5,8th Gen,16,0,500,B-Grade,51370
MSI,Modern 14,Core i7,7th Gen,4,256,1000,Slightly Used,58257
Lenovo,ThinkPad T480,Ryzen 5,6th Gen,16,0,500,Like New,41230
Dell,Latitude 7480,Core i5,6th Gen,8,1024,0,B-Grade,58109
Apple,MacBook Air 2017,Core i7,9th Gen,32,1024,1000,Like New,134796
Apple,MacBook Air M1,M1,N/A,4,256,0,Like New,78718
Dell,XPS 13,Ryzen 5,7th Gen,8,128,500,B-Grade,29120
Dell,Inspiron 15,Core i5,8th Gen,32,1024,1000,A-Grade,92743
Asus,VivoBook 15,Ryzen 3,6th Gen,8,256,500,Like New,41285
Asus,TUF Gaming,Core i5,11th Gen,8,0,500,Slightly Used,74660
Lenovo,ThinkPad X1 Carbon,Ryzen 3,6th Gen,8,512,0,B-Grade,42091
Apple,MacBook Pro M2,M2,N/A,16,0,500,A-Grade,81071
Apple,MacBook Pro 2019,Core i7,8th Gen,8,512,1000,A-Grade,116913
Acer,Swift 3,Ryzen 7,10th Gen,4,128,0,Like New,52327
MSI,Modern 14,Ryzen 5,11th Gen,8,256,0,A-Grade,63019
Apple,MacBook Pro 2015,Core i7,8th Gen,8,0,1000,Slightly Used,103906
Dell,Latitude 7490,Core i3,6th Gen,16,256,1000,Slightly Used,45978
Acer,Aspire 5,Core i7,10th Gen,4,512,0,A-Grade,76620
Dell,Latitude 7480,Core i5,10th Gen,4,128,1000,Like New,68140
Apple,MacBook Air 2017,Core i5,8th Gen,16,512,0,Slightly Used,108812
Lenovo,ThinkPad T480,Core i5,11th Gen,8,256,0,B-Grade,78694
Dell,Inspiron 15,Core i5,6th Gen,16,1024,1000,B-Grade,70937
